fx,fy,fz,tx,ty,tz
18.1905,-1.03484,10.3176,0.432928,-0.28981,-0.151417
18.2265,-1.0845,10.3558,0.434706,-0.288535,-0.151528
18.2447,-1.03183,10.3253,0.432891,-0.287923,-0.151046
18.1574,-1.03411,10.3787,0.432552,-0.289662,-0.151318
18.2016,-1.06581,10.3337,0.434305,-0.290926,-0.151153
18.1663,-1.00426,10.3561,0.431797,-0.290185,-0.15096
18.1917,-1.03702,10.3553,0.431804,-0.288158,-0.151364
18.2381,-1.05896,10.3484,0.435217,-0.287828,-0.151276
18.2206,-1.03961,10.3252,0.43217,-0.288758,-0.151164
18.2061,-1.05066,10.333,0.434039,-0.289476,-0.15141
18.2304,-1.09053,10.3255,0.435064,-0.289593,-0.151573
18.2159,-1.02292,10.2949,0.432373,-0.288221,-0.151056
18.2195,-1.06884,10.3097,0.433356,-0.288844,-0.151576
18.2095,-1.05911,10.3026,0.434587,-0.288624,-0.151439
18.2057,-1.00465,10.2788,0.430403,-0.288614,-0.151333
18.2015,-1.04698,10.2871,0.434523,-0.290195,-0.151726
18.2013,-1.06598,10.2652,0.434512,-0.290546,-0.151225
18.1452,-1.04277,10.2572,0.432226,-0.291663,-0.151326
18.1881,-1.07825,10.2503,0.434819,-0.290122,-0.151094
18.1874,-1.07867,10.2575,0.435696,-0.289867,-0.151478
18.2032,-1.05106,10.2113,0.432699,-0.290448,-0.151287
18.1924,-1.08115,10.2278,0.434555,-0.289786,-0.150856
18.1839,-1.05913,10.2201,0.434833,-0.291495,-0.151002
18.1488,-1.01369,10.1902,0.432126,-0.29327,-0.150359
18.1453,-1.03181,10.1506,0.431902,-0.292189,-0.151315
18.1684,-1.04248,10.1666,0.433726,-0.292339,-0.151054
18.1745,-1.02555,10.1504,0.432158,-0.292168,-0.151342
18.1729,-1.04071,10.1578,0.433738,-0.29189,-0.151724
18.1575,-1.04769,10.1272,0.43279,-0.293464,-0.15189
18.1657,-1.03652,10.1579,0.432477,-0.291035,-0.151448
18.1644,-1.05046,10.1214,0.433188,-0.291515,-0.150698
18.1434,-1.04544,10.1359,0.43372,-0.293053,-0.151335
18.1211,-1.01943,10.0975,0.430977,-0.293306,-0.15123
18.1443,-1.04073,10.1202,0.432892,-0.29281,-0.151484
18.1606,-1.03298,10.1349,0.433404,-0.291752,-0.151737
18.1501,-0.990939,10.1359,0.430846,-0.291659,-0.150672
18.1738,-1.03707,10.135,0.432676,-0.290754,-0.151478
18.1688,-1.02824,10.1664,0.433237,-0.29198,-0.151052
18.1795,-1.02408,10.1503,0.431288,-0.29146,-0.15121
18.164,-1.02802,10.1736,0.433685,-0.290151,-0.151288
18.1857,-1.03382,10.1741,0.433148,-0.291918,-0.150927
18.1598,-1.03349,10.1661,0.433845,-0.291491,-0.151303
18.1117,-1.00104,10.1654,0.432101,-0.292467,-0.151665
18.1457,-0.996533,10.1807,0.431672,-0.293128,-0.151422
18.1463,-0.999604,10.1956,0.430974,-0.290712,-0.151387
18.2031,-0.998513,10.2188,0.432453,-0.289504,-0.151138
18.2121,-0.997927,10.2034,0.432006,-0.290115,-0.151168
18.1989,-1.01508,10.2492,0.432705,-0.289938,-0.151236
18.1411,-1.02493,10.2649,0.432009,-0.292145,-0.151185
18.1693,-1.02088,10.28,0.432901,-0.290466,-0.151179
18.1903,-1.02995,10.318,0.432988,-0.289814,-0.151152
18.2403,-1.03507,10.3017,0.433292,-0.28711,-0.151589
18.2211,-1.02968,10.3018,0.431844,-0.288776,-0.151455
18.245,-1.03228,10.3551,0.432888,-0.287671,-0.151408
18.2188,-1.05514,10.3707,0.433972,-0.288351,-0.151503
18.1906,-1.02788,10.3785,0.43258,-0.287785,-0.151201
18.19,-1.02577,10.3635,0.433266,-0.289437,-0.15123
18.232,-1.0388,10.363,0.433269,-0.288018,-0.15139
18.2454,-1.0363,10.3788,0.432405,-0.288424,-0.150861
18.1946,-1.01502,10.3936,0.432953,-0.288487,-0.151325
18.2232,-1.05753,10.3787,0.433719,-0.288523,-0.151236
18.2394,-1.03987,10.3713,0.433909,-0.287475,-0.150986
18.2567,-1.0409,10.3552,0.433648,-0.287045,-0.151412
18.235,-1.06721,10.401,0.434468,-0.287136,-0.151607
18.198,-1.05989,10.3563,0.433723,-0.289742,-0.151116
18.181,-1.04775,10.3339,0.433891,-0.291081,-0.151004
18.2057,-1.06394,10.3333,0.434541,-0.290599,-0.151418
18.21,-1.06539,10.363,0.434298,-0.287728,-0.15163
18.2145,-1.0704,10.3338,0.43379,-0.289546,-0.150891
18.2093,-1.07308,10.3186,0.434643,-0.289236,-0.151031
18.2265,-1.06636,10.3248,0.434478,-0.287293,-0.151684
18.2143,-1.05251,10.3182,0.433782,-0.288174,-0.151028
18.2112,-1.05266,10.3027,0.433123,-0.28978,-0.151188
18.2279,-1.0351,10.287,0.433088,-0.288609,-0.151342
18.1662,-1.01817,10.2566,0.432053,-0.290425,-0.151467
18.1764,-1.0485,10.2577,0.434317,-0.292048,-0.151222
18.1704,-1.04376,10.2265,0.432175,-0.291456,-0.151381
18.1981,-1.0395,10.2569,0.433513,-0.290029,-0.151359
18.2133,-1.08103,10.2576,0.434751,-0.288641,-0.151097
18.2012,-1.05442,10.2496,0.434206,-0.288022,-0.151221
18.1906,-1.03688,10.2271,0.432672,-0.291711,-0.151004
18.1552,-1.06906,10.2352,0.434535,-0.29253,-0.151232
18.1575,-1.03473,10.2279,0.432084,-0.292454,-0.150584
18.1285,-1.01293,10.2348,0.431726,-0.291502,-0.150938
18.1351,-1.04988,10.2424,0.433915,-0.29358,-0.151479
18.1515,-1.03363,10.2659,0.433651,-0.291511,-0.150791
18.1958,-1.01808,10.294,0.432018,-0.289509,-0.151709
18.2224,-1.0391,10.3099,0.43415,-0.287407,-0.151433
18.2667,-1.03536,10.3095,0.432154,-0.287539,-0.151213
18.2593,-0.998454,10.3314,0.43107,-0.285589,-0.151431
18.2688,-1.03003,10.3173,0.433757,-0.286193,-0.151193
18.2668,-1.01279,10.3088,0.431984,-0.286049,-0.151465
18.1994,-1.01958,10.2417,0.432209,-0.290187,-0.151116
18.1619,-1.02031,10.2412,0.43225,-0.2905,-0.151612
18.0783,-1.01656,10.2271,0.432192,-0.294962,-0.151456
18.0783,-1.0119,10.2427,0.432031,-0.294839,-0.151174
18.1036,-1.00761,10.2352,0.431828,-0.295018,-0.150943
18.1292,-1.01874,10.2342,0.431213,-0.290736,-0.151197
18.2157,-1.03536,10.2564,0.432877,-0.289859,-0.151507
18.2581,-1.02162,10.2707,0.432324,-0.286445,-0.151634
18.2365,-1.03073,10.2339,0.432681,-0.288209,-0.151142
18.2359,-1.05132,10.2336,0.433312,-0.287418,-0.151399
18.2032,-1.02742,10.2184,0.432764,-0.289847,-0.151537
18.1786,-1.02148,10.2193,0.431771,-0.289933,-0.150856
18.1719,-1.04147,10.2043,0.434399,-0.2915,-0.151272
18.171,-1.00574,10.211,0.431309,-0.290495,-0.151259
18.1548,-0.998696,10.1728,0.43097,-0.291577,-0.151427
18.1807,-1.03803,10.1816,0.433764,-0.290463,-0.151033
18.1422,-1.03375,10.1127,0.430777,-0.292266,-0.151092
18.156,-1.02532,10.1508,0.433506,-0.291962,-0.151321
18.1464,-1.0631,10.1436,0.434824,-0.292821,-0.151458
18.1532,-1.00228,10.113,0.432023,-0.292454,-0.150969
18.1223,-1.05633,10.0754,0.433608,-0.293296,-0.151253
18.142,-1.06585,10.1206,0.435013,-0.292387,-0.151608
18.1084,-1.03082,10.1061,0.43086,-0.293643,-0.150684
18.1371,-1.0759,10.1365,0.435783,-0.294097,-0.151467
18.1438,-1.0453,10.113,0.433277,-0.293056,-0.151361
18.1297,-1.02077,10.1125,0.43073,-0.292516,-0.151215
18.1587,-1.05258,10.1127,0.434928,-0.291718,-0.151626
18.1732,-1.0223,10.1128,0.432852,-0.290771,-0.151105
18.1916,-1.02349,10.1123,0.431491,-0.290213,-0.15112
18.1785,-1.09268,10.1434,0.435961,-0.28975,-0.151594
18.1516,-1.06677,10.1279,0.433888,-0.291856,-0.151606
18.1476,-1.04905,10.1286,0.433449,-0.292208,-0.151076
18.1447,-1.09332,10.1294,0.436001,-0.292137,-0.15107
18.1227,-1.05187,10.136,0.433451,-0.293175,-0.151317
18.1396,-1.04217,10.1209,0.433323,-0.293516,-0.15122
18.1474,-1.05394,10.1593,0.433616,-0.292325,-0.150911
18.1694,-1.03012,10.1655,0.43277,-0.290458,-0.151438
18.1808,-1.04136,10.1895,0.433726,-0.291727,-0.150903
18.1646,-1.05926,10.2116,0.433755,-0.29265,-0.151532
18.142,-1.06176,10.1895,0.434853,-0.292008,-0.151265
18.1785,-1.02484,10.1968,0.431948,-0.29107,-0.150758
18.1882,-1.05387,10.2732,0.434677,-0.290154,-0.150936
18.2028,-1.02707,10.2718,0.433218,-0.290353,-0.151482
18.2198,-1.02896,10.2634,0.433169,-0.289285,-0.151894
18.221,-1.02444,10.264,0.431682,-0.28891,-0.151233
18.2223,-1.05667,10.2875,0.434377,-0.288905,-0.151338
18.2461,-1.04753,10.2863,0.43181,-0.286894,-0.15148
18.223,-1.02892,10.3017,0.43383,-0.287679,-0.151709
18.2225,-1.06741,10.2872,0.434246,-0.28813,-0.151465
18.1665,-1.01358,10.2955,0.431455,-0.2903,-0.150764
18.1327,-1.02476,10.265,0.432022,-0.292044,-0.151177
18.1551,-1.03165,10.3036,0.434336,-0.291436,-0.151015
18.2039,-1.00919,10.2794,0.431892,-0.288982,-0.151201
18.2012,-1.00287,10.2631,0.430647,-0.287933,-0.151605
18.2185,-1.04001,10.3103,0.433926,-0.288497,-0.151174
18.2136,-0.991,10.2863,0.430777,-0.288097,-0.151327
18.2003,-1.01212,10.2714,0.431419,-0.288423,-0.151334
18.2022,-1.04214,10.2802,0.43348,-0.290073,-0.151074
18.1634,-1.00312,10.2416,0.430917,-0.292431,-0.151234
18.1356,-1.02405,10.2577,0.432906,-0.290821,-0.151044
18.1781,-1.02426,10.2345,0.432622,-0.291706,-0.151116
18.1504,-1.01239,10.2568,0.431044,-0.290615,-0.151191
18.1867,-1.01617,10.2567,0.43249,-0.290677,-0.151355
18.2193,-1.02576,10.249,0.432986,-0.287887,-0.151238
18.2342,-1.02353,10.2411,0.43101,-0.28792,-0.151131
18.2153,-1.03636,10.2259,0.43308,-0.288968,-0.151533
18.1906,-1.04191,10.2191,0.432829,-0.291579,-0.151276
18.1823,-1.00376,10.2038,0.432417,-0.290516,-0.151144
18.1696,-1.04383,10.1962,0.43283,-0.291327,-0.151412
18.1731,-1.02658,10.1811,0.433252,-0.291526,-0.1513
18.1341,-1.02914,10.1424,0.430846,-0.291922,-0.151577
18.1396,-1.0332,10.1585,0.433436,-0.293021,-0.151438
18.1807,-1.05704,10.1579,0.43419,-0.290823,-0.151722
18.196,-1.00556,10.1353,0.431266,-0.29105,-0.150973
18.1647,-1.055,10.1122,0.433569,-0.291772,-0.151766
18.1588,-1.04706,10.1213,0.434558,-0.292229,-0.150961
18.153,-1.04636,10.1432,0.432595,-0.292521,-0.151333
18.1416,-1.07889,10.1361,0.43552,-0.293765,-0.151602
18.1298,-1.07721,10.1291,0.434455,-0.292726,-0.151063
18.1364,-1.05532,10.1437,0.432291,-0.292688,-0.151055
18.1635,-1.06927,10.1442,0.434287,-0.292249,-0.150942
18.1878,-1.05823,10.1897,0.434832,-0.290276,-0.150897
18.2004,-1.03292,10.1725,0.431594,-0.290939,-0.151596
18.1923,-1.04678,10.1735,0.43474,-0.289712,-0.151442
18.2028,-1.0517,10.1732,0.432905,-0.289812,-0.151323
18.1727,-1.02816,10.174,0.433232,-0.29025,-0.150901
18.1636,-1.05909,10.1972,0.434418,-0.292772,-0.151151
18.134,-1.04974,10.1968,0.434791,-0.293578,-0.151527
18.1322,-1.04706,10.1655,0.432839,-0.293415,-0.151824
18.1735,-1.05019,10.2045,0.432972,-0.292254,-0.151018
18.1941,-1.04725,10.1959,0.433194,-0.289336,-0.151418
18.2072,-1.03523,10.1955,0.432881,-0.289506,-0.151563
18.1982,-1.04978,10.1963,0.433158,-0.28938,-0.151157
18.1961,-1.06031,10.2194,0.435019,-0.288978,-0.151257
18.1725,-1.04536,10.2045,0.433912,-0.292258,-0.151148
18.1445,-1.03828,10.2048,0.432274,-0.291156,-0.150718
18.151,-1.06595,10.1814,0.434569,-0.292742,-0.151553
18.1452,-1.01949,10.2114,0.431839,-0.290553,-0.151235
18.2044,-1.01253,10.1952,0.431618,-0.289873,-0.151565
18.2232,-1.02785,10.2184,0.433391,-0.288189,-0.151409
18.2215,-1.01309,10.1803,0.431146,-0.289818,-0.151201
18.2079,-1.01571,10.188,0.432014,-0.289407,-0.151308
18.1775,-1.03901,10.1743,0.432876,-0.291429,-0.150784
18.1234,-1.02852,10.1511,0.432633,-0.292319,-0.151163
18.1278,-1.06319,10.0758,0.432418,-0.293719,-0.150867
18.1349,-1.03989,10.1364,0.433579,-0.293339,-0.151065
18.1071,-1.02146,10.144,0.43208,-0.293525,-0.150902
18.106,-1.03013,10.1594,0.433301,-0.294526,-0.151023
18.1378,-0.994197,10.158,0.430825,-0.290746,-0.151157
18.1947,-1.01699,10.1887,0.432458,-0.290012,-0.151036
18.2285,-1.02578,10.1955,0.432304,-0.287864,-0.151306
18.2073,-1.03295,10.2408,0.432693,-0.287604,-0.15163
18.2192,-1.05767,10.2185,0.433478,-0.289623,-0.15155
18.1888,-1.04944,10.2118,0.434059,-0.28953,-0.151132
18.1864,-1.03545,10.1885,0.432687,-0.29065,-0.151298
18.1346,-1.04467,10.2047,0.434193,-0.293712,-0.151256
18.1042,-1.00879,10.1893,0.431144,-0.293877,-0.150986
18.1164,-0.998484,10.2346,0.431478,-0.292897,-0.15107
18.1768,-1.02948,10.2502,0.433664,-0.291566,-0.150963
18.1548,-1.01455,10.249,0.431011,-0.290918,-0.151338
18.1876,-1.008,10.2413,0.431483,-0.289294,-0.15123
18.1976,-1.04979,10.288,0.433835,-0.289756,-0.151059
18.1951,-1.02733,10.2717,0.432565,-0.289873,-0.151472
18.211,-1.02999,10.2798,0.432952,-0.288287,-0.151068
18.2137,-1.06104,10.3107,0.43456,-0.289177,-0.151175
18.2265,-1.06576,10.3026,0.434262,-0.287673,-0.151316
18.2205,-1.03497,10.3097,0.432223,-0.288512,-0.151311
18.2191,-1.02419,10.3178,0.433458,-0.28941,-0.151174
18.1828,-1.04477,10.3249,0.432379,-0.289444,-0.151531
18.2197,-1.04169,10.3786,0.432813,-0.287354,-0.151092
18.2189,-1.03829,10.3256,0.43373,-0.289897,-0.15117
18.2142,-1.06207,10.3633,0.434334,-0.288544,-0.151509
18.2287,-1.05509,10.3176,0.43241,-0.288328,-0.151177
18.2394,-1.0737,10.34,0.434374,-0.287688,-0.151682
18.2145,-1.05118,10.3406,0.434022,-0.289322,-0.151408
18.1852,-1.03249,10.3409,0.433848,-0.289757,-0.151252
18.1861,-1.02754,10.3105,0.432802,-0.289639,-0.151023
18.2066,-1.02089,10.3252,0.433516,-0.289773,-0.151421
18.199,-1.03046,10.3249,0.43297,-0.289663,-0.151547
18.2103,-1.03551,10.3629,0.433999,-0.288151,-0.151634
18.2308,-1.07686,10.3487,0.434352,-0.288848,-0.151147
18.2359,-1.06489,10.3329,0.433606,-0.288666,-0.1513
18.2194,-1.05093,10.3252,0.433134,-0.287596,-0.151285
18.2205,-1.08305,10.3563,0.436052,-0.287718,-0.151382
18.2275,-1.05912,10.3176,0.433684,-0.289082,-0.151444
18.2366,-1.05087,10.318,0.432671,-0.28805,-0.150917
18.2088,-1.06811,10.2956,0.43514,-0.289243,-0.151187
18.1819,-1.02872,10.2952,0.433012,-0.290478,-0.151174
18.1917,-1.02521,10.2723,0.431495,-0.289444,-0.150938
18.2243,-1.03779,10.2644,0.432397,-0.288175,-0.151097
18.2157,-1.03584,10.257,0.432652,-0.289474,-0.151108
18.1942,-1.04747,10.2416,0.433199,-0.289334,-0.151367
18.1855,-1.03895,10.2195,0.433533,-0.29191,-0.15114
18.194,-1.02694,10.2115,0.433223,-0.289996,-0.151141
18.1604,-1.04767,10.1661,0.433453,-0.291854,-0.151308
18.178,-1.01415,10.1655,0.432732,-0.291724,-0.151456
18.1293,-1.01602,10.1353,0.431232,-0.292521,-0.151321
18.1652,-1.03608,10.1575,0.433143,-0.291418,-0.151846
18.1872,-1.01438,10.1576,0.432055,-0.2917,-0.151473
18.183,-1.02332,10.1728,0.431954,-0.290367,-0.151442
18.1596,-1.06183,10.143,0.43438,-0.292216,-0.151731
18.1738,-1.06238,10.1731,0.432816,-0.29021,-0.151564
18.1415,-1.02842,10.1127,0.431502,-0.292653,-0.151226
18.1132,-1.08069,10.106,0.434432,-0.293286,-0.151342
18.1043,-1.05243,10.0669,0.431256,-0.293697,-0.151516
18.1444,-1.00847,10.1132,0.432179,-0.2912,-0.150819
18.1568,-1.03424,10.1125,0.432951,-0.292462,-0.151501
18.129,-1.00135,10.1352,0.431409,-0.29254,-0.15132
18.15,-1.0182,10.0899,0.431391,-0.293149,-0.15113
18.1601,-1.02319,10.1668,0.43331,-0.291883,-0.150779
18.1845,-0.998972,10.1573,0.430482,-0.290151,-0.151328
18.1909,-1.01134,10.165,0.432085,-0.288451,-0.151442
18.1728,-1.04739,10.1961,0.433663,-0.290608,-0.15154
18.1417,-1.01786,10.1891,0.431423,-0.293554,-0.151017
18.1558,-1.03535,10.1965,0.433833,-0.291946,-0.151402
18.1311,-1.01485,10.2203,0.433019,-0.29205,-0.150695
18.1658,-1.01642,10.1887,0.432286,-0.291569,-0.151154
18.1845,-1.03581,10.2041,0.434229,-0.290516,-0.151276
18.1948,-1.02162,10.2341,0.432629,-0.290388,-0.151253
18.1777,-1.0164,10.2645,0.43294,-0.29032,-0.151335
18.1849,-1.03599,10.2803,0.434018,-0.290642,-0.151194
